ID,Action
49595,allow
307,deny
30765,allow
19918,allow
36567,deny
47766,allow
62274,drop
52440,deny
46808,allow
28865,deny
16478,drop
16298,allow
7387,deny
23681,drop
7593,allow
23748,deny
25152,allow
48201,deny
5075,allow
58927,allow
4145,deny
53859,allow
60378,allow
15035,allow
19145,deny
41486,allow
57758,deny
64162,deny
8765,deny
52411,drop
55916,deny
13378,allow
5276,deny
11508,allow
50906,allow
29671,allow
59270,allow
62257,drop
72,allow
1021,drop
58319,deny
50155,allow
19059,deny
60162,deny
17344,drop
19123,drop
53015,allow
36203,allow
7098,deny
11107,drop
59538,drop
36565,drop
7633,deny
19661,deny
46981,deny
62885,drop
33651,allow
12083,allow
9703,deny
34365,allow
61749,deny
7288,deny
30277,allow
37781,allow
45312,deny
34669,allow
25453,allow
60752,drop
57407,deny
56907,allow
37074,deny
1197,allow
52900,allow
15844,allow
39951,drop
29738,allow
56389,allow
10268,allow
32826,allow
63901,drop
33687,allow
65482,allow
26144,allow
61046,drop
20717,deny
57750,drop
51431,drop
56736,drop
63882,deny
23907,drop
9470,allow
41796,deny
10238,allow
7361,deny
4930,allow
44566,allow
62440,allow
9481,allow
39952,drop
65458,deny
31036,drop
50216,allow
40191,allow
40717,drop
19489,allow
33529,allow
56609,allow
34053,allow
10902,drop
25680,allow
17504,allow
19937,allow
10129,allow
8912,deny
53108,allow
15598,drop
48175,drop
57738,drop
58757,allow
59436,drop
22514,allow
64334,allow
1398,drop
24234,allow
27234,allow
61180,allow
31831,allow
53196,deny
58722,deny
36134,deny
11296,allow
163,deny
1955,allow
38340,allow
52261,allow
14711,allow
63961,drop
19317,drop
29328,allow
8512,drop
16903,deny
16419,drop
53489,allow
23286,drop
18677,allow
5232,drop
64692,allow
27056,deny
57745,deny
58209,deny
40628,drop
57662,allow
8567,allow
7160,deny
21879,allow
25574,deny
27340,deny
17415,drop
3196,drop
62238,drop
8041,drop
33312,allow
56092,allow
60491,allow
27104,allow
20137,allow
8192,allow
59507,deny
12241,allow
37371,allow
27436,deny
22620,allow
63856,deny
24819,deny
2527,allow
60844,allow
57229,allow
51752,deny
3762,drop
49723,drop
32582,drop
15098,allow
11897,deny
2475,allow
51610,allow
26232,allow
27654,deny
13359,allow
38338,allow
8818,deny
48210,allow
53956,drop
2169,allow
20290,drop
41315,allow
14227,allow
41084,drop
18597,allow
41432,deny
10536,deny
54105,allow
43028,allow
33422,deny
2110,allow
45716,drop
41472,deny
16937,deny
24203,allow
60301,deny
3917,allow
59209,allow
65307,allow
56944,allow
42735,allow
37665,allow
24817,drop
28925,allow
20158,allow
57734,deny
39302,allow
55625,allow
45479,allow
10739,allow
26140,allow
32943,drop
37762,allow
49571,drop
12691,allow
45805,allow
45475,allow
61150,allow
3013,allow
29036,allow
43762,allow
13935,deny
61970,allow
15821,allow
43044,allow
59427,deny
19358,allow
60535,drop
35876,drop
1762,drop
29757,allow
64176,drop
51673,deny
30298,allow
65384,drop
25017,allow
7154,deny
14856,drop
28765,drop
38508,allow
49953,allow
12712,allow
23955,drop
14942,deny
19748,allow
10755,allow
49584,allow
39592,allow
810,allow
62920,allow
9336,allow
18070,deny
9185,deny
13216,drop
32837,allow
60356,allow
19127,deny
48898,allow
13322,allow
1965,allow
1191,allow
5905,allow
52678,allow
61950,allow
47283,allow
12360,allow
29350,allow
42176,drop
20836,allow
61223,allow
41406,deny
18891,allow
24774,drop
14636,allow
64787,allow
6259,allow
41175,allow
21438,allow
56049,allow
27360,drop
64443,allow
39673,allow
63378,allow
7121,deny
52163,deny
11016,allow
42718,allow
55753,deny
42602,allow
63727,allow
45922,drop
26480,deny
22747,deny
51382,deny
47479,allow
15939,drop
64285,allow
25648,allow
21341,drop
41653,allow
25532,allow
64492,allow
55045,allow
41898,drop
12504,deny
22,allow
3234,drop
28312,allow
12794,allow
7455,deny
12634,allow
59907,drop
30099,allow
27998,drop
64442,allow
46325,allow
54695,allow
39306,allow
26594,deny
31173,deny
23840,allow
15691,allow
27128,allow
50796,deny
12300,allow
59781,allow
10331,allow
50527,drop
44504,deny
28061,deny
34396,allow
47773,allow
60468,allow
57100,allow
63871,drop
63489,drop
24639,allow
3273,deny
25036,allow
31183,drop
21253,deny
17333,drop
5816,deny
9626,deny
16853,drop
12453,drop
43613,drop
10986,drop
15820,allow
16418,deny
54887,allow
25434,drop
60976,allow
64927,allow
32891,allow
58819,deny
29012,allow
18428,drop
28549,allow
63226,allow
22167,allow
349,allow
29815,allow
53095,allow
10144,allow
23593,drop
32534,drop
23072,allow
37592,deny
50361,allow
23203,deny
60296,deny
28264,allow
64171,drop
813,allow
61710,deny
12552,deny
25229,allow
31331,allow
31590,allow
27765,allow
16766,allow
5539,allow
11040,allow
25818,allow
42712,allow
13369,allow
22334,allow
29413,allow
56435,drop
41243,allow
31423,allow
11864,drop
11909,drop
53726,allow
40258,deny
63924,allow
18135,allow
43256,deny
39785,allow
38723,allow
18806,allow
17161,allow
62872,drop
11482,allow
35689,deny
44344,drop
49162,allow
30211,allow
15217,drop
62980,allow
32803,allow
40092,allow
35795,drop
593,deny
12569,allow
20089,allow
47278,allow
15452,allow
31690,allow
42226,allow
42031,allow
52962,allow
33442,deny
60770,allow
1316,drop
23919,deny
52248,drop
60429,allow
6068,drop
5030,allow
1421,deny
44036,allow
53321,drop
58529,allow
23594,drop
32892,allow
64015,deny
3759,drop
4230,drop
48157,deny
19033,drop
18407,drop
33332,deny
65506,allow
23111,deny
294,allow
37813,allow
48798,drop
24579,allow
15230,deny
46587,allow
16751,allow
13625,deny
64797,allow
7262,deny
36887,allow
40023,drop
7143,deny
37273,allow
6055,drop
14834,deny
57484,allow
35901,allow
62813,deny
41789,deny
34329,drop
2094,allow
32605,deny
28141,allow
42559,allow
39594,allow
62149,allow
10524,drop
4356,allow
20795,deny
42234,allow
37855,allow
21306,drop
53999,deny
14454,drop
59383,allow
16218,allow
37031,drop
51838,allow
622,drop
26605,allow
790,allow
59959,allow
5963,deny
6647,allow
52040,deny
49116,deny
64734,deny
57575,allow
16129,allow
48063,drop
6622,allow
16318,allow
7899,deny
35459,drop
8967,drop
55063,allow
65391,deny
20620,allow
6607,allow
40504,drop
25227,allow
36790,allow
9109,allow
48462,allow
19996,allow
12280,allow
56068,allow
60594,allow
41989,allow
32555,deny
11774,allow
17147,allow
47552,drop
62660,allow
11567,drop
15688,allow
3227,drop
29205,drop
7745,deny
41708,deny
34010,allow
26047,allow
23588,deny
53403,allow
41811,drop
50681,drop
43065,allow
18451,deny
14562,deny
63681,allow
31952,allow
46499,drop
50073,drop
36539,drop
50471,drop
44098,allow
200,deny
18993,drop
47901,allow
8677,allow
27533,allow
33547,allow
39600,allow
12549,deny
23672,drop
36421,allow
54057,allow
21889,allow
30680,allow
33414,deny
54843,drop
46065,allow
60835,allow
65159,drop
17254,allow
7228,deny
9764,allow
2978,allow
48363,allow
40831,allow
33254,allow
3546,allow
42765,allow
22041,drop
56495,allow
29575,deny
35572,allow
22100,deny
44800,drop
11858,deny
60522,allow
36320,allow
5190,deny
62276,drop
50392,deny
41747,deny
39707,allow
19243,allow
34264,allow
40231,drop
64739,allow
57565,allow
2282,deny
1801,deny
14247,allow
59864,drop
43748,deny
63020,allow
21912,allow
64744,allow
59066,drop
31258,allow
33179,allow
20774,deny
42012,allow
23777,drop
47932,allow
33871,drop
27899,allow
62706,allow
18007,drop
27283,drop
40712,deny
48669,deny
34142,deny
64764,allow
62709,allow
46205,allow
27889,allow
18749,allow
6418,drop
49620,allow
57551,allow
2489,allow
27079,drop
9646,deny
22728,drop
61670,drop
18471,drop
31979,allow
6338,deny
28796,drop
45022,allow
23097,deny
29010,allow
18963,allow
49707,deny
11733,allow
18645,allow
57405,deny
20930,allow
29409,allow
42906,deny
29516,drop
57995,drop
14070,allow
21155,allow
14548,allow
35515,allow
34378,allow
38490,allow
63116,drop
37576,deny
55029,allow
52464,deny
20018,allow
1052,drop
5367,allow
3583,allow
13148,allow
27072,drop
31554,drop
57470,allow
12972,allow
43561,deny
58165,allow
21178,allow
6402,drop
64862,allow
6844,deny
59769,allow
59790,allow
64297,allow
3257,drop
33960,allow
28926,allow
46480,drop
34617,deny
44503,deny
37073,drop
31644,allow
44774,drop
41372,drop
65275,allow
18571,drop
34717,deny
54912,allow
19812,allow
53648,drop
32558,drop
16036,deny
51536,allow
7402,deny
38499,allow
49454,deny
14728,allow
64971,drop
54646,allow
38217,allow
52795,drop
37208,allow
40088,allow
22654,allow
33626,allow
2710,deny
45520,deny
64611,deny
50728,drop
14763,deny
29882,allow
63059,drop
11604,allow
58601,allow
27782,allow
30040,drop
44078,deny
1006,deny
16095,allow
15001,allow
49719,deny
22353,allow
4793,allow
60303,drop
54556,drop
21156,allow
59297,allow
21518,allow
59444,deny
55626,allow
46049,drop
2500,allow
42832,deny
24005,drop
27348,drop
56273,deny
30123,allow
22892,drop
62924,allow
29463,allow
31013,deny
22192,allow
15647,allow
7574,allow
65017,allow
22213,drop
11823,allow
5750,allow
31996,allow
15337,allow
38279,allow
8981,allow
48242,allow
41147,allow
5126,deny
24170,allow
19603,deny
33621,allow
38283,allow
50473,allow
1536,deny
22832,deny
35215,allow
30359,allow
35710,drop
40378,deny
43538,allow
43549,allow
37702,allow
16670,allow
37925,allow
25647,allow
46829,allow
48871,allow
47522,drop
64704,allow
8091,allow
51851,allow
34888,allow
9927,allow
13405,allow
7343,deny
61505,allow
30904,allow
28651,allow
12234,allow
40357,drop
19865,deny
32766,allow
4689,drop
65512,allow
16284,allow
13291,allow
23362,deny
13009,drop
24997,allow
37312,allow
10123,allow
10228,allow
28374,deny
58543,allow
65181,allow
10506,deny
15489,allow
25425,deny
34068,allow
3683,deny
39932,deny
33859,drop
34806,allow
37116,drop
62247,drop
31028,deny
35288,drop
12271,allow
62387,allow
16381,allow
32122,drop
17270,allow
55002,drop
32383,allow
54866,drop
33929,deny
42872,drop
62758,allow
47733,allow
58697,drop
5115,allow
30096,allow
53724,allow
59613,allow
27492,allow
55983,allow
45731,allow
3238,drop
55400,deny
46373,allow
28086,deny
45481,allow
65031,drop
45557,deny
24537,allow
29537,drop
13327,allow
21192,allow
35469,deny
64953,deny
46971,drop
26185,allow
793,allow
1418,drop
57259,drop
462,allow
39362,allow
11080,drop
20289,deny
9881,allow
58088,allow
54933,allow
7627,allow
22154,allow
5081,allow
20462,allow
4315,allow
13824,allow
47109,allow
64279,allow
9689,deny
56150,allow
3806,allow
18001,deny
487,allow
331,allow
30670,allow
13952,deny
59243,drop
64555,deny
3818,allow
37910,allow
6878,deny
2111,allow
50221,deny
28040,drop
38090,drop
11003,allow
40752,allow
56295,drop
45430,allow
3082,allow
7591,allow
64286,allow
20068,allow
21765,drop
10433,deny
24516,allow
44715,drop
61851,allow
31210,allow
43607,deny
4431,allow
40503,drop
57123,allow
40027,drop
1739,drop
62261,drop
8264,allow
17260,allow
44762,drop
57800,deny
40720,deny
50235,drop
37511,deny
14020,drop
11981,deny
32270,deny
9335,allow
24530,deny
61735,deny
55600,allow
54051,allow
39335,allow
41233,allow
43688,deny
36493,drop
23221,drop
64331,allow
10343,allow
35667,drop
4067,allow
12973,allow
59657,allow
2711,drop
12201,allow
55981,allow
18314,allow
9715,drop
33309,allow
43990,drop
49560,drop
55040,allow
14816,deny
29958,deny
10650,drop
29853,allow
56552,allow
3681,deny
15387,drop
1838,deny
52848,deny
2800,deny
20660,allow
62964,allow
3541,allow
15019,deny
12694,allow
43814,allow
8099,allow
26555,allow
17572,allow
29116,deny
23361,deny
32742,allow
716,allow
5982,drop
11385,deny
44358,deny
9536,allow
26520,drop
24596,allow
28480,allow
43759,allow
19367,allow
55216,deny
7335,deny
8154,allow
51547,deny
53202,drop
55036,allow
17114,allow
44820,allow
9876,allow
40252,deny
12354,allow
62575,allow
18773,allow
32437,allow
61467,drop
21507,allow
33227,allow
18282,allow
25368,drop
41735,drop
43955,drop
20911,allow
50940,allow
13273,allow
9693,deny
24252,allow
15438,allow
53178,drop
22425,deny
17265,allow
52220,allow
62831,drop
20702,allow
40841,allow
51434,drop
6799,drop
15781,allow
5003,allow
29696,allow
29567,deny
1030,drop
31365,allow
18973,allow
11759,allow
49231,drop
3180,allow
60337,allow
63754,allow
8285,allow
19334,allow
13659,allow
970,deny
28334,allow
31014,drop
1578,allow
1285,allow
17095,deny
46098,allow
64990,drop
12419,deny
887,allow
55135,allow
41471,drop
26024,allow
7295,deny
50068,drop
47456,allow
7026,deny
40856,allow
51460,drop
29845,allow
47118,allow
35272,drop
22957,allow
33120,allow
9030,allow
35658,deny
46777,allow
64660,drop
55953,allow
30684,allow
15577,drop
39994,allow
46413,drop
64634,deny
50648,deny
52855,deny
20924,allow
13940,deny
30603,allow
11520,allow
6492,allow
51825,allow
22809,deny
57023,allow
31344,allow
42516,deny
28373,drop
41341,deny
22202,deny
47975,allow
53736,allow
16459,drop
24182,allow
58863,allow
12755,allow
20275,drop
17874,allow
46879,allow
57756,drop
50075,drop
18516,deny
39077,drop
31345,allow
4679,deny
40771,allow
38264,deny
57695,allow
5698,deny
15668,allow
12400,drop
46059,allow
46381,allow
34373,allow
60315,drop
30428,deny
2841,allow
52371,deny
25656,allow
2122,allow
58660,drop
49443,drop
18709,deny
10859,drop
5253,deny
55843,allow
14159,drop
44631,allow
17786,allow
12791,allow
64652,deny
27548,allow
35957,allow
44329,deny
11257,allow
3868,deny
39970,allow
23473,allow
48499,allow
11096,deny
3382,allow
64093,allow
58979,allow
48591,allow
19753,allow
17642,allow
12677,drop
18951,allow
50926,allow
63456,deny
28882,allow
19673,deny
17362,deny
46139,drop
1144,allow
47115,allow
36869,allow
21722,drop
29245,allow
10125,allow
27904,allow
35751,drop
8784,drop
22750,deny
8948,allow
54155,drop
28154,allow
52915,allow
28343,allow
58245,drop
41052,allow
31476,allow
24660,allow
6821,deny
7775,deny
8678,allow
33075,allow
17255,allow
11721,allow
58554,allow
26412,drop
37214,allow
44777,drop
62106,allow
42227,allow
63488,drop
61580,allow
39304,allow
58337,drop
16174,drop
58025,allow
28580,allow
30607,allow
1790,drop
39369,allow
44703,deny
19205,allow
23669,drop
49148,allow
19588,drop
22678,allow
59074,drop
55188,deny
41010,drop
30479,drop
13760,allow
61667,drop
53932,drop
23943,deny
40905,allow
5879,allow
15126,allow
41396,deny
48505,allow
40608,deny
24419,deny
41384,deny
8924,allow
40818,allow
63828,deny
13303,allow
5290,deny
34019,allow
50865,allow
48572,allow
50356,allow
17363,deny
21076,allow
46181,allow
46616,deny
23152,deny
4143,deny
52062,deny
36181,deny
23437,allow
31000,deny
15364,drop
36284,allow
6067,deny
4221,deny
24365,deny
64051,allow
23121,drop
21539,allow
11552,drop
61013,deny
28509,allow
280,deny
5385,drop
50198,allow
15585,deny
6520,allow
55361,allow
51918,allow
48307,drop
17374,drop
40030,drop
53220,deny
22342,allow
7231,deny
27244,deny
45247,allow
17046,allow
53644,drop
63845,deny
2646,deny
16021,drop
63490,deny
13932,drop
6988,deny
48747,allow
19011,deny
19511,allow
27316,deny
22344,allow
56399,allow
17683,allow
25630,allow
60349,allow
25452,allow
63574,allow
14143,drop
58908,allow
32859,allow
58331,drop
33070,allow
4745,deny
47318,allow
32719,deny
17505,allow
830,allow
20193,allow
41946,allow
63447,deny
34285,allow
32795,allow
53260,deny
21651,drop
50491,allow
59709,allow
619,drop
1069,deny
30934,drop
63825,deny
49241,drop
40365,drop
24374,drop
61646,deny
15114,allow
3175,allow
64894,allow
27762,allow
33933,drop
23802,allow
50857,deny
1932,allow
12766,allow
26775,allow
27149,allow
36761,allow
59865,drop
42248,deny
44514,drop
15564,deny
30394,deny
19728,allow
35656,deny
47940,allow
63441,drop
25998,allow
20388,allow
26682,allow
21952,allow
63837,drop
14686,allow
61690,drop
18620,allow
4435,allow
24404,deny
47018,deny
45629,allow
9568,allow
25518,allow
11346,deny
37945,allow
7939,deny
15705,allow
14029,deny
24153,drop
63480,deny
60225,drop
9369,drop
7677,deny
64187,deny
56312,drop
28929,allow
1550,allow
15145,allow
22435,drop
45935,deny
47501,allow
57092,allow
56821,deny
35096,drop
37477,allow
49467,allow
56003,allow
29846,allow
11698,allow
7258,deny
32609,deny
28955,deny
61431,allow
34454,allow
6027,deny
32291,drop
40208,drop
11642,allow
16017,deny
9694,drop
10178,deny
27764,allow
33619,allow
59308,allow
47408,allow
47034,drop
27629,allow
37553,deny
20786,allow
20568,allow
62158,allow
35433,allow
40520,deny
30435,deny
52808,deny
326,allow
5729,drop
42882,deny
57149,allow
43726,allow
6200,allow
39738,allow
44563,allow
34996,drop
50242,drop
56807,deny
35707,deny
64114,allow
11349,drop
38426,allow
11576,deny
51937,allow
13288,allow
64273,allow
53676,drop
22860,drop
40621,drop
65007,drop
61343,drop
60735,deny
5109,allow
2631,deny
26496,deny
24682,allow
8106,allow
40706,drop
40529,drop
11708,allow
47865,allow
50175,allow
12588,allow
36303,allow
20305,allow
56534,allow
64645,drop
14293,allow
46464,drop
29549,drop
31845,allow
8229,allow
24071,allow
51279,allow
5135,drop
3799,allow
32161,allow
44845,allow
45096,drop
43769,allow
35625,allow
37274,allow
46489,deny
21107,allow
6652,allow
47029,deny
60444,allow
50128,drop
56761,drop
866,allow
43916,drop
28928,allow
21050,allow
44118,allow
2751,deny
51228,allow
50186,allow
12754,allow
11586,deny
46846,allow
58326,drop
32045,allow
16562,allow
40117,allow
4228,drop
35142,allow
3365,allow
43013,deny
61118,allow
8903,deny
38683,allow
39289,allow
55761,deny
37437,allow
6093,drop
56898,allow
64933,deny
27701,deny
22426,deny
49788,deny
24403,deny
4500,allow
61609,allow
51406,drop
25435,drop
13776,allow
17162,allow
56363,allow
2559,allow
25974,deny
51309,allow
52265,allow
10501,drop
30314,allow
18969,allow
41734,drop
2371,allow
19057,deny
4515,allow
6081,drop
46849,allow
21769,deny
64962,deny
13573,deny
42533,deny
19967,allow
26246,allow
58519,allow
25640,allow
45529,deny
16214,allow
19369,allow
15212,deny
5703,deny
28093,drop
1941,allow
10237,allow
39713,allow
61827,allow
44584,allow
47061,deny
31809,allow
23710,allow
49985,allow
52192,allow
17710,allow
41362,deny
35868,allow
9110,allow
53941,drop
49458,allow
29149,drop
19589,drop
41881,allow
52787,drop
28520,allow
39439,drop
8218,allow
6232,allow
19421,allow
36683,allow
57244,drop
12687,allow
61906,drop
21272,deny
217,deny
39750,allow
20440,deny
50376,drop
12391,drop
55266,drop
60591,deny
7441,deny
12408,deny
62752,allow
6177,deny
33793,drop
4709,deny
38155,drop
59245,drop
10254,allow
10465,drop
57198,allow
13705,deny
18608,allow
33498,allow
59027,allow
58606,allow
10134,allow
54760,deny
57858,deny
8412,drop
7890,deny
44112,allow
46449,deny
37711,allow
20200,allow
46623,deny
14767,deny
11578,drop
42905,drop
63585,allow
4080,allow
3751,drop
28619,allow
42721,allow
64936,deny
19943,allow
19354,allow
2573,allow
56445,drop
39914,deny
25947,deny
23585,drop
9713,deny
4876,drop
1799,deny
34975,drop
31270,allow
24872,drop
8876,deny
21146,allow
7285,deny
7161,deny
21231,allow
17566,allow
62176,deny
29085,deny
27343,drop
41325,allow
27183,allow
41262,allow
58801,allow
22834,drop
21170,allow
12771,allow
7852,deny
56873,allow
62108,allow
22331,allow
63903,deny
24766,deny
53895,allow
50131,deny
53456,allow
65367,drop
43390,drop
40422,allow
17899,allow
5361,allow
64170,drop
22629,allow
49633,allow
33395,drop
37289,allow
43855,allow
10416,deny
14567,deny
63564,allow
48667,drop
591,deny
15200,deny
57910,allow
18459,drop
30844,allow
20486,allow
42271,allow
46755,allow
10616,drop
15772,allow
38787,drop
43840,allow
22437,drop
8330,drop
30732,allow
25060,allow
34153,drop
55709,drop
53396,allow
6345,drop
7435,drop
62373,allow
6159,allow
62536,allow
11991,deny
7925,deny
23677,deny
14571,deny
7122,deny
14687,allow
41401,deny
61804,allow
31506,deny
60107,allow
50900,allow
22397,deny
50656,deny
52341,allow
26023,allow
14037,deny
9057,allow
64885,allow
35213,allow
29472,allow
12574,allow
65018,allow
7505,allow
55994,allow
55134,allow
16770,allow
45721,drop
40215,drop
33116,allow
13383,allow
12394,drop
62590,allow
2225,allow
2819,drop
34842,allow
29023,allow
36471,allow
22039,deny
5559,allow
59076,drop
62289,deny
26928,deny
12435,deny
44488,allow
53623,drop
51798,deny
8151,allow
4701,deny
37733,allow
35725,drop
16791,allow
5325,allow
62405,deny
25300,drop
65185,allow
19611,deny
8874,deny
15985,drop
44713,drop
4735,drop
32333,allow
38608,deny
10826,allow
44414,drop
35919,deny
43241,drop
54800,drop
48125,deny
53845,allow
20073,allow
34350,allow
43961,deny
52453,drop
35200,allow
22103,deny
45153,drop
49950,allow
26250,allow
48861,allow
5353,allow
33094,allow
36928,allow
55070,allow
30928,drop
43972,drop
51497,allow
46241,allow
6999,deny
35298,deny
10187,drop
47874,allow
59492,deny
61461,deny
56930,allow
54518,drop
39255,allow
49547,deny
45699,drop
8171,allow
10447,drop
26366,allow
21956,allow
63317,allow
14262,allow
19634,drop
31339,allow
28203,drop
53699,allow
7711,deny
15075,allow
18322,allow
18545,deny
47863,allow
55454,allow
2930,drop
51790,drop
32191,allow
61243,deny
41490,allow
28489,allow
54879,allow
57377,deny
15448,allow
14505,allow
51243,allow
49007,drop
39305,allow
38918,allow
32936,drop
51691,drop
60013,deny
1122,allow
30423,deny
5850,allow
21808,allow
227,drop
60845,allow
38828,allow
6949,allow
48925,allow
28300,allow
35394,drop
21346,deny
11862,drop
59499,deny
60015,deny
59555,deny
52374,drop
18901,allow
5122,allow
57578,allow
48758,allow
33923,drop
22109,drop
56547,allow
33013,drop
48570,allow
8212,allow
34159,deny
9489,allow
40821,allow
64809,allow
50569,allow
33169,allow
48755,allow
62244,deny
54941,deny
15006,allow
29044,allow
37153,allow
26689,allow
9000,allow
48601,allow
41920,drop
17259,allow
5813,drop
48098,allow
10431,drop
14246,allow
12912,allow
44084,deny
2202,drop
55928,drop
31614,deny
34409,allow
35583,allow
1483,allow
36301,allow
63284,drop
16225,allow
64964,drop
6009,drop
62019,allow
15530,drop
19110,drop
5165,deny
57681,allow
36832,allow
35835,allow
51358,deny
36364,allow
23865,allow
18068,drop
31517,drop
53013,allow
32890,allow
35064,deny
53350,allow
62127,allow
62110,allow
44308,drop
36339,allow
12204,allow
62270,deny
12032,allow
41776,drop
58556,allow
35867,allow
6263,allow
22633,allow
32109,deny
39714,allow
2319,deny
50299,allow
34275,allow
42108,drop
35685,deny
25157,allow
14319,allow
61657,deny
14540,drop
36515,deny
23714,allow
28209,deny
33808,deny
61012,deny
38710,allow
29256,allow
63350,allow
34580,drop
52090,drop
10056,deny
13088,deny
19579,allow
38121,drop
43011,drop
54998,drop
4719,deny
44691,drop
33897,deny
53254,drop
40065,allow
55634,allow
61255,deny
45242,allow
44797,drop
53522,allow
18748,allow
40385,allow
13838,allow
39735,allow
25586,allow
32852,allow
38840,allow
5723,deny
7100,deny
5302,drop
19520,allow
65303,allow
6533,deny
5709,drop
7740,deny
9396,deny
46579,allow
38929,allow
33025,drop
59638,allow
50015,deny
26957,deny
1519,allow
59537,drop
6775,drop
54930,allow
60153,allow
40791,allow
30652,allow
16396,deny
55071,allow
24093,allow
52225,allow
21212,allow
58905,allow
38664,deny
51840,drop
8334,drop
9615,deny
4970,allow
36486,allow
17153,allow
17585,allow
10532,drop
43343,allow
57002,allow
33642,allow
62093,allow
33171,allow
876,allow
7950,drop
47113,allow
9507,allow
33074,allow
4985,allow
19746,allow
49860,drop
4087,allow
35079,drop
33660,allow
20948,allow
13711,allow
30668,allow
32101,drop
53698,allow
33738,allow
11159,allow
59618,allow
33615,allow
20549,allow
58007,allow
64484,allow
18780,allow
46465,drop
42337,allow
56297,deny
41211,allow
10767,allow
3628,drop
41452,drop
9678,deny
39226,allow
33891,drop
42734,allow
53899,allow
48702,drop
7865,deny
45929,drop
13023,drop
54645,allow
46573,allow
9845,allow
36056,allow
55762,deny
51596,allow
20265,drop
1329,deny
40267,drop
26427,drop
10869,deny
17482,deny
65360,deny
58970,allow
23358,allow
5339,allow
8810,drop
54522,drop
24691,allow
25629,allow
38956,allow
19651,deny
45932,drop
13818,allow
29781,allow
5004,allow
4927,allow
13239,deny
25259,allow
11204,allow
28677,allow
54761,drop
38536,allow
20501,allow
52930,allow
285,allow
43632,drop
6990,deny
36589,drop
20183,allow
27730,drop
44815,allow
52704,allow
54202,allow
18592,drop
38630,drop
23131,allow
3714,deny
18458,deny
51222,allow
60813,allow
1508,allow
14882,drop
11867,deny
17393,drop
27529,allow
59053,drop
52701,allow
13262,deny
28261,allow
50153,allow
62990,allow
3083,allow
30001,drop
63735,allow
46084,allow
49135,allow
35615,allow
50578,allow
43822,allow
32680,allow
35782,drop
52869,deny
27722,drop
9366,deny
16114,allow
51326,deny
27532,allow
4647,drop
45330,allow
18789,allow
62248,drop
48738,allow
14178,allow
52358,allow
1946,allow
45613,drop
6750,deny
8443,deny
26573,allow
51875,allow
29551,drop
33427,drop
16685,allow
58643,drop
53683,drop
34963,drop
4683,deny
34143,drop
25067,allow
52391,drop
36751,allow
46882,allow
58056,allow
63403,allow
13842,allow
63122,deny
53400,allow
45663,allow
11230,allow
5946,drop
65289,allow
13343,allow
24558,allow
29628,drop
56834,deny
57254,drop
65190,allow
15545,deny
10173,drop
23846,allow
17626,drop
13841,allow
18383,allow
33729,allow
64041,allow
20955,allow
45451,allow
6711,deny
17069,allow
20301,deny
5291,deny
65408,deny
43092,allow
53886,allow
51127,allow
59787,allow
7302,deny
56408,allow
24031,deny
11849,allow
15388,drop
41222,allow
55867,allow
10998,allow
47433,allow
44002,drop
10203,deny
30436,deny
3076,allow
64137,allow
22569,deny
32312,allow
8999,allow
64429,allow
53093,allow
8698,allow
3369,drop
15854,allow
149,drop
23736,allow
681,deny
36106,drop
14873,drop
46426,drop
37799,allow
37556,deny
19760,allow
16383,allow
56492,allow
8509,drop
1403,deny
21078,allow
60418,allow
26874,drop
44489,allow
64792,allow
20809,drop
14193,allow
63341,allow
22581,allow
64750,allow
41767,drop
12380,deny
62517,allow
42210,allow
19629,drop
12078,allow
48134,drop
37054,deny
54175,allow
60558,drop
6530,deny
44394,drop
24916,allow
34711,drop
4744,deny
58568,allow
28309,allow
19814,allow
7782,deny
37241,drop
39706,allow
62112,allow
56994,allow
55305,allow
63692,allow
61558,allow
27185,allow
16131,allow
34698,deny
37788,allow
32628,deny
17049,allow
62608,allow
49955,allow
53923,drop
64268,allow
60949,deny
28193,drop
58747,deny
43441,allow
47329,allow
59472,drop
29778,allow
24351,deny
2563,allow
30094,allow
7182,deny
30027,deny
25092,allow
53221,deny
46006,drop
47742,drop
6526,drop
6179,deny
30809,allow
2009,drop
12843,allow
45041,allow
62567,allow
6406,deny
55627,allow
39948,deny
43117,allow
31884,allow
11114,drop
50467,drop
22162,allow
10042,drop
34361,allow
175,drop
64565,deny
48772,allow
35770,deny
8101,allow
24668,allow
1701,allow
28569,allow
48556,allow
43650,deny
22447,deny
1517,allow
7168,deny
36288,allow
26557,allow
11193,allow
47900,allow
9781,drop
26856,deny
44058,drop
35038,allow
42973,allow
11665,allow
32802,allow
53389,allow
58738,drop
18221,allow
37823,allow
32863,allow
16905,drop
948,deny
21613,allow
16993,allow
35421,allow
24910,allow
4437,allow
19037,drop
52105,drop
31576,deny
46410,drop
29864,allow
38670,deny
55105,allow
23964,drop
43012,drop
54852,deny
1824,deny
3971,allow
57307,drop
58110,allow
62282,deny
60876,allow
52387,drop
65168,allow
63421,deny
11270,allow
64774,allow
53801,allow
12595,allow
44332,drop
10440,deny
11611,allow
38245,drop
40933,allow
4419,allow
8160,allow
23537,deny
19394,allow
22215,drop
16292,allow
50114,deny
62188,deny
49691,allow
39068,drop
21985,allow
36481,allow
24131,deny
